ID,Name,Nation,Club,League,Position,Age,Height,Weight,Overall,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Att work rate,Def work rate,Preferred foot,Skill moves,Weak foot,Gender
227331,Eugénie Le Sommer,France,OL,D1 Arkema,ST,34,161,58,84,70,85,79,85,43,71,Medium,High,Right,4,5,F
227350,Amel Majri,France,OL,D1 Arkema,CAM,30,164,54,84,78,75,85,88,81,73,Medium,High,Left,5,3,F
233748,Lieke Martens,Holland,Paris SG,D1 Arkema,LW,31,170,66,84,77,84,83,87,44,71,Medium,Low,Right,5,4,F
245697,Clara Mateo,France,Paris FC,D1 Arkema,RM,26,168,60,84,82,83,81,84,59,72,High,High,Right,4,3,F
267275,Yuki Nagasato,Japan,Chicago Red Stars,NWSL,CAM,36,168,56,84,80,80,81,85,49,73,High,Medium,Right,4,5,F
265252,Ashleigh Neville,England,Spurs,Barclays WSL,RB,30,171,64,84,77,70,77,77,85,84,High,High,Right,3,4,F
246641,Chiamaka Nnadozie,Nigeria,Paris FC,D1 Arkema,GK,23,180,68,84,84,82,79,86,60,84,Medium,Medium,Right,1,3,F
266928,Trinity Rodman,United States,Washington Spirit,NWSL,RW,21,168,66,84,94,81,77,83,43,83,High,Medium,Right,4,4,F
258980,Alessia Russo,England,Arsenal,Barclays WSL,ST,24,173,64,84,82,82,68,84,39,72,Medium,Medium,Right,3,3,F
227410,Desiree Scott,Canada,KC Current,NWSL,CDM,36,155,62,84,64,54,70,75,83,85,Medium,High,Right,3,3,F
243404,Georgia Stanway,England,FC Bayern München,GPFBL,CDM,24,162,58,84,80,79,80,85,76,75,High,High,Right,3,3,F
227191,Marta Torrejón,Spain,FC Barcelona,Liga F,RB,33,171,62,84,64,54,76,73,85,74,High,High,Right,2,3,F
226890,Marta,Brazil,Orlando Pride,NWSL,CAM,37,161,56,84,72,82,85,88,44,74,High,Medium,Left,5,4,F
245879,Caroline Weir,Scotland,Real Madrid CF,Liga F,CAM,28,173,60,84,72,83,84,84,74,67,High,High,Left,4,4,F
246630,Rasheedat Ajibade,Nigeria,Atlético de Madrid,Liga F,ST,24,160,53,83,88,83,70,84,37,76,High,Medium,Right,4,4,F
247797,Hannah Blundell,England,Manchester Utd,Barclays WSL,LB,29,163,54,83,71,54,72,72,83,72,High,Medium,Right,2,4,F
227072,Barbara Bonansea,Italy,Juventus,Calcio A Femminile,RW,32,173,60,83,79,81,75,86,29,74,High,Medium,Right,4,5,F
264968,Mathilde Bourdieu,France,Paris FC,D1 Arkema,ST,24,165,67,83,80,84,71,82,36,74,High,Medium,Right,3,4,F
248822,Klara Bühl,Germany,FC Bayern München,GPFBL,LM,23,172,65,83,82,85,77,83,34,69,High,Medium,Right,4,4,F
240030,Ellie Carpenter,Australia,OL,D1 Arkema,RB,23,164,60,83,81,51,78,77,81,78,High,Low,Right,3,3,F
266933,Arianna Caruso,Italy,Juventus,Calcio A Femminile,CM,24,165,55,83,74,79,82,87,70,72,High,High,Right,4,3,F
227119,Steph Catley,Australia,Arsenal,Barclays WSL,LB,29,171,60,83,85,66,80,78,78,76,High,High,Left,3,2,F
245882,Erin Cuthbert,Scotland,Chelsea,Barclays WSL,CM,25,163,60,83,78,80,81,82,75,69,High,Medium,Right,4,3,F
241023,Ludmila,Brazil,Atlético de Madrid,Liga F,ST,29,163,60,83,87,81,69,84,38,79,High,Medium,Right,3,3,F
238470,Sara Doorsoun,Germany,Frankfurt,GPFBL,CB,32,170,58,83,76,58,74,76,85,78,Low,High,Right,2,3,F
226998,Magdalena Eriksson,Sweden,FC Bayern München,GPFBL,CB,30,173,66,83,64,46,72,66,85,81,Medium,High,Left,2,3,F
232077,Adrianna Franch,United States,KC Current,NWSL,GK,33,173,70,83,82,83,78,83,39,84,Medium,Medium,Right,1,2,F
261773,Laura Freigang,Germany,Frankfurt,GPFBL,CAM,25,171,62,83,81,84,72,81,26,72,High,Low,Right,4,3,F
265275,Leah Galton,England,Manchester Utd,Barclays WSL,LM,29,170,61,83,73,82,82,82,60,79,High,Medium,Left,4,3,F
247513,Vanessa Gilles,Canada,OL,D1 Arkema,CB,27,174,58,83,62,38,53,53,86,81,High,Medium,Right,2,3,F
227254,Alex Greenwood,England,Manchester City,Barclays WSL,CB,30,167,62,83,70,64,79,74,84,81,Medium,High,Left,2,3,F
247788,Giulia Gwinn,Germany,FC Bayern München,GPFBL,LB,24,172,58,83,80,59,77,84,80,69,High,High,Right,3,3,F
248715,Marina Hegering,Germany,VfL Wolfsburg,GPFBL,CB,33,170,59,83,66,51,64,71,84,80,High,Medium,Right,3,3,F
265249,Lauren James,England,Chelsea,Barclays WSL,RW,22,175,77,83,87,78,80,85,28,80,High,Low,Right,5,4,F
233756,Dominique Janssen,Holland,VfL Wolfsburg,GPFBL,CB,28,174,63,83,78,59,75,75,83,80,Medium,Medium,Right,2,5,F
226329,Meghan Klingenberg,United States,Portland Thorns,NWSL,LB,35,158,53,83,77,54,74,78,82,79,High,High,Right,3,3,F
272076,Racheal Kundananji,Zambia,Madrid CFF,Liga F,ST,23,175,65,83,91,82,69,83,40,87,High,Medium,Right,4,5,F
226308,Dzsenifer Marozsán,Germany,OL,D1 Arkema,CAM,31,171,67,83,74,81,85,86,57,74,High,Low,Right,5,4,F
227346,Griedge Mbock,France,OL,D1 Arkema,CB,28,172,68,83,63,55,66,65,85,81,Medium,High,Right,2,3,F
243775,Casey Murphy,United States,NC Courage,NWSL,GK,27,183,70,83,84,82,74,85,40,86,Medium,Medium,Right,1,2,F
226335,Alyssa Naeher,United States,Chicago Red Stars,NWSL,GK,35,173,64,83,85,81,83,82,46,87,Medium,Medium,Right,1,3,F
264994,Katharina Naschenweng,Austria,FC Bayern München,GPFBL,LB,26,168,57,83,77,50,77,79,82,74,High,High,Left,3,3,F
226318,Kelley O'Hara,United States,NJ/NY Gotham,NWSL,RB,35,165,55,83,84,56,73,76,81,75,Medium,High,Right,3,3,F
246178,Pauline Peyraud-Magnin,France,Juventus,Calcio A Femminile,GK,31,175,63,83,81,80,82,85,47,84,Medium,Medium,Left,1,1,F
262531,Claudia Pina,Spain,FC Barcelona,Liga F,CAM,22,165,59,83,73,82,81,82,45,68,High,Medium,Right,4,5,F
264939,Lara Prašnikar,Slovenia,Frankfurt,GPFBL,ST,25,171,64,83,75,84,69,83,44,75,High,Medium,Right,3,4,F
226327,Christen Press,United States,Angel City FC,NWSL,ST,34,168,58,83,84,83,80,84,46,75,High,Medium,Right,4,3,F
272001,Mayra Ramírez,Colombia,Levante UD,Liga F,ST,24,178,74,83,89,83,75,85,33,86,High,Medium,Right,4,3,F
233838,Felicitas Rauch,Germany,VfL Wolfsburg,GPFBL,LB,27,167,61,83,80,51,71,76,81,76,High,High,Left,3,3,F
227067,Martina Rosucci,Italy,Juventus,Calcio A Femminile,CDM,31,171,61,83,74,70,80,83,79,76,High,Medium,Right,4,3,F
227405,Sophie Schmidt,Canada,Houston Dash,NWSL,CM,35,172,66,83,53,75,77,78,80,73,High,Medium,Right,3,4,F
262058,Tabea Sellner,Germany,VfL Wolfsburg,GPFBL,LM,27,170,62,83,81,80,80,82,28,70,Medium,Low,Right,3,4,F
226359,Christine Sinclair,Canada,Portland Thorns,NWSL,CAM,40,175,67,83,66,86,83,82,44,82,High,Medium,Right,4,5,F
233747,Sherida Spitse,Holland,Ajax,Nederland Vrouwen Liga,CDM,33,167,61,83,66,76,85,73,79,80,Medium,High,Right,3,3,F
263011,Ella Toone,England,Manchester Utd,Barclays WSL,CAM,24,163,57,83,81,79,77,85,51,65,High,Medium,Right,5,3,F
264886,Glódís Perla Viggósdóttir,Iceland,FC Bayern München,GPFBL,CB,28,172,65,83,72,54,67,61,86,77,Medium,High,Right,2,3,F
265240,Lia Wälti,Switzerland,Arsenal,Barclays WSL,CDM,30,167,56,83,80,62,77,83,81,76,High,High,Right,3,4,F
236640,Lynn Williams,United States,NJ/NY Gotham,NWSL,ST,30,172,62,83,92,82,74,81,46,73,High,Medium,Right,4,3,F
264892,Ramona Bachmann,Switzerland,Paris SG,D1 Arkema,LW,33,162,59,82,71,81,78,83,53,78,High,Medium,Right,3,3,F
261733,Sandy Baltimore,France,Paris SG,D1 Arkema,RW,23,156,62,82,84,70,85,84,64,69,Medium,Medium,Left,3,2,F
240717,Lineth Beerensteyn,Holland,Juventus,Calcio A Femminile,LW,27,162,60,82,89,79,71,86,52,75,High,High,Right,4,2,F
265001,Nicole Billa,Austria,TSG Hoffenheim,GPFBL,ST,27,168,59,82,82,83,68,82,42,80,High,Medium,Right,3,3,F
264011,Alana Cook,United States,OL Reign,NWSL,CB,26,172,63,82,54,42,59,61,85,79,Medium,High,Right,3,3,F
268940,Ana-Maria Crnogorčević,Switzerland,Atlético de Madrid,Liga F,RW,33,175,65,82,79,79,76,84,72,82,Medium,High,Right,3,3,F
227353,Kenza Dali,France,Aston Villa,Barclays WSL,CM,32,165,61,82,72,79,82,85,68,71,High,Medium,Right,4,3,F
267268,Vanessa DiBernardo,United States,KC Current,NWSL,CM,31,163,53,82,75,76,78,83,65,73,Medium,Medium,Right,4,3,F
265536,Damaris Egurrola,Holland,OL,D1 Arkema,CDM,24,176,65,82,61,60,81,76,79,78,High,High,Left,3,3,F
259334,Nerea Eizagirre,Spain,Real Sociedad,Liga F,LW,23,164,65,82,79,82,79,85,63,66,High,Medium,Right,4,3,F
247811,Jun Endo,Japan,Angel City FC,NWSL,LM,23,163,60,82,86,77,75,81,45,70,High,Medium,Left,4,3,F
242896,Ingrid Syrstad Engen,Norway,FC Barcelona,Liga F,CDM,25,177,65,82,63,62,78,76,82,73,Medium,High,Right,3,3,F
256489,Bethany England,England,Spurs,Barclays WSL,ST,29,166,59,82,66,84,67,77,40,72,High,Low,Right,3,4,F
272007,Paula Fernández,Spain,Levante UD,Liga F,CM,24,167,62,82,77,76,80,79,76,78,High,Medium,Right,3,3,F
272201,Gabriela García,Venezuela,Atlético de Madrid,Liga F,CDM,26,185,68,82,69,82,78,81,80,84,High,High,Right,3,3,F
241546,Théa Gréboval,France,Paris FC,D1 Arkema,CB,26,168,61,82,64,58,72,64,83,79,Medium,Medium,Left,2,3,F
264986,Chantal Hagel,Germany,VfL Wolfsburg,GPFBL,CM,25,172,67,82,59,79,78,80,73,78,High,Medium,Left,3,3,F
245830,Yui Hasegawa,Japan,Manchester City,Barclays WSL,CDM,26,156,48,82,78,71,82,86,78,52,Medium,Medium,Right,4,4,F
243263,Ashley Hatch,United States,Washington Spirit,NWSL,ST,28,173,65,82,70,84,72,80,46,69,High,Medium,Right,4,4,F
242024,Sofia Huerta,United States,OL Reign,NWSL,RB,31,168,60,82,80,56,74,78,77,73,High,Medium,Right,4,3,F
226973,Sofia Jakobsson,Sweden,San Diego Wave,NWSL,LM,33,174,62,82,81,78,78,80,54,72,Medium,Medium,Right,3,3,F
266384,Sveindís Jane Jónsdóttir,Iceland,VfL Wolfsburg,GPFBL,RM,22,178,63,82,92,71,76,81,46,68,High,Medium,Right,3,3,F
226325,Ali Krieger,United States,NJ/NY Gotham,NWSL,CB,39,168,60,82,72,49,67,72,85,79,Medium,High,Right,3,3,F
267289,Katie Lind,United States,Houston Dash,NWSL,CB,29,178,66,82,56,43,57,64,86,75,High,Medium,Right,2,2,F
247791,Sydney Lohmann,Germany,FC Bayern München,GPFBL,CAM,23,174,64,82,71,78,77,81,70,82,Medium,High,Right,3,3,F
239761,Frida Maanum,Norway,Arsenal,Barclays WSL,CM,24,173,58,82,66,81,81,80,72,66,High,High,Right,3,3,F
267339,Hailie Mace,United States,KC Current,NWSL,LB,26,168,62,82,76,57,74,74,81,74,High,Medium,Right,3,3,F
258706,Melvine Malard,France,Manchester Utd,Barclays WSL,LW,23,171,62,82,80,79,78,83,40,66,Medium,Medium,Right,3,4,F
256095,Perle Morroni,France,OL,D1 Arkema,LB,26,158,53,82,81,45,75,77,79,67,Medium,Medium,Left,3,2,F
233150,Leila Ouahabi,Spain,Manchester City,Barclays WSL,LB,30,172,61,82,75,52,71,72,81,73,High,Medium,Left,3,3,F
264954,Tanja Pawollek,Poland,Frankfurt,GPFBL,CM,24,170,63,82,56,76,77,79,78,77,Medium,High,Left,3,4,F
236428,Ève Périsset,France,Chelsea,Barclays WSL,RB,29,160,55,82,76,52,79,76,79,71,High,Medium,Right,3,3,F
267240,Carson Pickett,United States,Rac. Louisville,NWSL,LB,30,173,58,82,86,54,74,72,79,76,High,Medium,Left,3,4,F
246774,Alba Redondo,Spain,Levante UD,Liga F,ST,27,169,63,82,83,82,70,83,26,64,High,Low,Right,4,3,F
267226,Rocky Rodríguez,Costa Rica,Portland Thorns,NWSL,CM,30,165,63,82,58,77,79,80,76,84,Medium,Medium,Right,3,4,F
258789,Misa,Spain,Real Madrid CF,Liga F,GK,24,173,66,82,84,77,77,80,61,84,Medium,Medium,Left,1,3,F
266091,Ashley Sanchez,United States,Washington Spirit,NWSL,CAM,24,161,56,82,80,79,77,83,38,69,High,Medium,Right,4,3,F
241545,Ouleymata Sarr,France,Washington Spirit,NWSL,LM,28,175,61,82,90,77,77,82,46,76,High,Medium,Right,4,4,F
262545,Amaiur Sarriegi,Spain,Real Sociedad,Liga F,RW,23,168,59,82,89,78,74,85,46,80,High,Medium,Left,4,4,F
226985,Olivia Schough,Sweden,FC Rosengård,Sverige Liga,LW,32,172,60,82,79,80,77,81,41,73,Medium,Medium,Right,4,3,F
226975,Caroline Seger,Sweden,FC Rosengård,Sverige Liga,CM,38,176,62,82,49,76,81,78,82,78,Medium,Medium,Right,4,3,F
226991,Linda Sembrant,Sweden,Juventus,Calcio A Femminile,CB,36,175,67,82,69,33,60,74,83,80,Medium,Medium,Left,2,4,F
239344,Carolin Simon,Germany,FC Bayern München,GPFBL,LB,31,174,67,82,76,54,74,79,80,71,Medium,Medium,Left,3,4,F
232074,Emily Sonnett,United States,OL Reign,NWSL,CDM,30,168,62,82,81,57,76,73,83,83,High,High,Right,3,3,F
246287,Ángela Sosa,Spain,Levante UD,Liga F,CAM,30,166,56,82,74,83,83,84,64,75,High,Medium,Right,4,3,F
245839,Hina Sugita,Japan,Portland Thorns,NWSL,RW,26,161,53,82,73,79,82,83,73,67,High,Medium,Left,4,5,F
227326,Gaëtane Thiney,France,Paris FC,D1 Arkema,CAM,38,170,62,82,58,79,83,81,50,69,High,Medium,Right,4,3,F
233751,Daniëlle van de Donk,Holland,OL,D1 Arkema,CAM,32,160,54,82,72,76,79,86,62,74,High,High,Right,3,3,F
227113,Emily van Egmond,Australia,San Diego Wave,NWSL,CDM,30,179,65,82,61,61,78,73,82,83,Medium,Medium,Right,3,3,F
272208,Manuela Vanegas,Colombia,Real Sociedad,Liga F,CB,23,167,68,82,77,63,73,71,82,78,Medium,High,Right,2,2,F
265273,Katie Zelem,England,Manchester Utd,Barclays WSL,CDM,27,163,53,82,69,78,82,79,79,78,Medium,Medium,Right,4,3,F
272005,Nataša Andonova,North Macedonia,Levante UD,Liga F,CAM,30,169,60,81,74,80,79,81,28,64,High,Medium,Left,4,4,F
233246,Lauren Barnes,United States,OL Reign,NWSL,LB,34,163,57,81,75,47,70,76,80,78,Medium,High,Left,3,3,F
265857,Charlotte Bilbault,France,Montpellier,D1 Arkema,CDM,33,168,65,81,56,64,69,64,82,85,Low,High,Right,2,3,F
233364,Stina Blackstenius,Sweden,Arsenal,Barclays WSL,ST,27,174,65,81,83,83,60,81,39,75,High,Medium,Right,4,4,F
261740,Jule Brand,Germany,VfL Wolfsburg,GPFBL,LW,21,177,62,81,91,73,74,80,54,72,High,Medium,Right,3,4,F
237288,Mariona,Spain,FC Barcelona,Liga F,LW,27,164,61,81,76,78,80,83,57,77,High,High,Right,4,4,F
272010,Viola Calligaris,Switzerland,Paris SG,D1 Arkema,RB,27,167,58,81,80,59,73,74,80,79,High,Medium,Right,3,4,F
231736,Danielle Colaprico,United States,San Diego Wave,NWSL,CM,30,158,58,81,79,75,78,80,75,72,Medium,Medium,Right,3,4,F
264963,Daphne Corboz,France,Paris FC,D1 Arkema,CM,30,157,54,81,65,76,82,81,70,67,High,Medium,Right,3,4,F
248794,Geyse,Brazil,Manchester Utd,Barclays WSL,ST,25,169,60,81,90,79,74,85,34,87,Medium,Medium,Right,4,3,F
253469,Elisa De Almeida,France,Paris SG,D1 Arkema,CB,25,173,61,81,71,34,65,61,84,72,Medium,High,Right,2,2,F
259372,Athenea,Spain,Real Madrid CF,Liga F,RW,23,160,54,81,81,77,74,83,24,67,High,Low,Right,4,5,F
265898,Melchie Dumornay,Haiti,OL,D1 Arkema,ST,20,160,51,81,92,82,78,84,59,67,High,Medium,Right,4,3,F
233341,Abby Erceg,New Zealand,Rac. Louisville,NWSL,CB,34,174,68,81,50,39,59,65,84,79,Medium,Medium,Right,2,3,F
248343,Emily Fox,United States,NC Courage,NWSL,LB,25,165,57,81,69,44,69,78,80,72,High,Medium,Right,3,4,F
227098,Sara Gama,Italy,Juventus,Calcio A Femminile,CB,34,168,62,81,65,51,71,67,83,79,Low,High,Right,2,3,F
239791,Hanna Glas,Sweden,KC Current,NWSL,RB,30,172,64,81,77,50,70,71,81,79,High,Medium,Right,3,3,F
233244,Esther González,Spain,NJ/NY Gotham,NWSL,ST,31,163,55,81,77,82,69,78,31,72,High,Medium,Right,3,4,F
264955,Verena Hanshaw,Austria,Frankfurt,GPFBL,LB,29,170,58,81,74,58,77,77,79,73,High,Medium,Left,3,3,F
267269,Rachel Hill,United States,San Diego Wave,NWSL,RM,28,163,56,81,81,78,79,78,48,65,Medium,Medium,Right,3,4,F
227369,Synne Jensen,Norway,Real Sociedad,Liga F,ST,27,173,64,81,80,82,74,81,28,76,Medium,Medium,Right,3,4,F
264971,Ewelina Kamczyk,Poland,FC Fleury 91,D1 Arkema,CAM,27,165,54,81,77,76,79,82,42,64,Medium,Medium,Right,3,3,F
267336,Lo'eau LaBonta,United States,KC Current,NWSL,CM,30,155,55,81,84,79,78,79,73,78,High,Low,Right,3,3,F
