ID,Name,Nation,Club,League,Position,Age,Height,Weight,Overall,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Att work rate,Def work rate,Preferred foot,Skill moves,Weak foot,Gender
245830,Yui Hasegawa,Japan,Manchester City,Barclays WSL,CDM,26,156,48,82,78,71,82,86,78,52,Medium,Medium,Right,4,4,F
239761,Frida Maanum,Norway,Arsenal,Barclays WSL,CM,24,173,58,82,66,81,81,80,72,66,High,High,Right,3,3,F
258706,Melvine Malard,France,Manchester Utd,Barclays WSL,LW,23,171,62,82,80,79,78,83,40,66,Medium,Medium,Right,3,4,F
233150,Leila Ouahabi,Spain,Manchester City,Barclays WSL,LB,30,172,61,82,75,52,71,72,81,73,High,Medium,Left,3,3,F
236428,Ève Périsset,France,Chelsea,Barclays WSL,RB,29,160,55,82,76,52,79,76,79,71,High,Medium,Right,3,3,F
265273,Katie Zelem,England,Manchester Utd,Barclays WSL,CDM,27,163,53,82,69,78,82,79,79,78,Medium,Medium,Right,4,3,F
233364,Stina Blackstenius,Sweden,Arsenal,Barclays WSL,ST,27,174,65,81,83,83,60,81,39,75,High,Medium,Right,4,4,F
248794,Geyse,Brazil,Manchester Utd,Barclays WSL,ST,25,169,60,81,90,79,74,85,34,87,Medium,Medium,Right,4,3,F
265271,Hayley Ladd,Wales,Manchester Utd,Barclays WSL,CDM,30,172,64,81,61,57,73,70,79,78,Medium,Medium,Right,3,3,F
265293,Maya Le Tissier,England,Manchester Utd,Barclays WSL,CB,21,171,59,81,76,57,75,72,82,79,Medium,Medium,Right,3,3,F
265311,Alisha Lehmann,Switzerland,Aston Villa,Barclays WSL,RW,24,165,55,81,78,76,74,82,57,67,High,Medium,Right,3,4,F
226354,Melanie Leupolz,Germany,Chelsea,Barclays WSL,CDM,29,172,62,81,79,75,78,83,79,73,Medium,High,Right,3,3,F
227257,Jordan Nobbs,England,Aston Villa,Barclays WSL,CM,31,160,52,81,75,77,81,83,67,64,High,Medium,Right,4,3,F
265319,Mayumi Pacheco,England,Aston Villa,Barclays WSL,LB,25,164,55,81,79,51,75,78,78,77,Medium,Medium,Left,3,3,F
235659,Nikita Parris,England,Manchester Utd,Barclays WSL,RM,29,162,54,81,88,74,77,82,44,65,High,Medium,Right,4,4,F
227348,Viviane Asseyi,France,West Ham,Barclays WSL,ST,30,163,59,80,88,78,75,81,50,71,High,Medium,Right,3,3,F
268303,Deyna Castellanos,Venezuela,Manchester City,Barclays WSL,CM,24,170,63,80,74,83,77,83,55,70,High,Medium,Right,5,4,F
263007,Niamh Charles,England,Chelsea,Barclays WSL,RB,24,172,64,80,79,65,78,75,76,68,High,Medium,Right,3,5,F
227387,Jessie Fleming,Canada,Chelsea,Barclays WSL,CM,25,164,54,80,82,77,77,82,68,54,Medium,Medium,Right,4,4,F
242796,Lucía García,Spain,Manchester Utd,Barclays WSL,RM,25,165,56,80,89,80,71,82,33,63,High,Low,Right,4,4,F
265250,Sophie Ingle,Wales,Chelsea,Barclays WSL,CDM,32,173,62,80,64,65,75,76,77,67,Medium,High,Right,3,4,F
265286,Emma Koivisto,Finland,Liverpool,Barclays WSL,RWB,29,168,60,80,76,61,69,69,82,78,High,High,Right,3,4,F
262093,Sjoeke Nüsken,Germany,Chelsea,Barclays WSL,CB,22,173,58,80,69,54,73,73,81,73,High,High,Right,2,3,F
267212,Phallon Tullis-Joyce,United States,Manchester Utd,Barclays WSL,GK,27,185,61,80,80,74,75,82,44,81,Medium,Medium,Right,1,2,F
227925,Mackenzie Arnold,Australia,West Ham,Barclays WSL,GK,29,181,76,79,80,73,77,81,51,78,Medium,Medium,Right,1,2,F
265262,Molly Bartrip,England,Spurs,Barclays WSL,CB,27,164,58,79,69,53,69,68,81,77,Medium,High,Right,2,3,F
247461,Nathalie Björn,Sweden,Everton,Barclays WSL,CB,26,174,67,79,76,40,71,65,80,78,Medium,High,Right,2,3,F
265300,Dagný Brynjarsdóttir,Iceland,West Ham,Barclays WSL,CM,32,179,66,79,64,73,71,73,79,83,High,High,Right,3,3,F
271568,Jelena Čanković,Serbia,Chelsea,Barclays WSL,CM,28,162,57,79,73,79,75,81,59,71,High,Medium,Left,4,3,F
241549,Hawa Cissoko,France,West Ham,Barclays WSL,CB,26,171,56,79,53,32,60,54,78,79,Low,Medium,Right,2,3,F
261794,Nicky Evrard,Belgium,Brighton,Barclays WSL,GK,28,174,72,79,79,79,75,80,42,75,Medium,Medium,Left,1,2,F
226358,Steph Houghton,England,Manchester City,Barclays WSL,CB,35,174,62,79,61,50,65,64,80,78,Medium,Medium,Right,2,3,F
227003,Lina Hurtig,Sweden,Arsenal,Barclays WSL,LW,28,180,69,79,78,78,74,78,48,76,Medium,High,Right,4,4,F
265243,Noëlle Maritz,Switzerland,Arsenal,Barclays WSL,RB,28,165,58,79,77,47,75,72,79,73,High,High,Right,3,4,F
265326,Sarah Mayling,England,Aston Villa,Barclays WSL,RB,26,166,58,79,73,59,71,71,78,76,High,High,Right,3,3,F
227734,Lena Petermann,Germany,Leicester City,Barclays WSL,ST,29,175,65,79,71,80,66,74,43,75,Medium,Medium,Right,4,3,F
247796,Ellie Roebuck,England,Manchester City,Barclays WSL,GK,24,174,67,79,85,77,76,80,59,76,Medium,Medium,Right,1,3,F
267328,Ebony Salmon,England,Aston Villa,Barclays WSL,ST,22,163,58,79,88,79,75,76,41,67,Medium,Medium,Right,3,3,F
245826,Risa Shimizu,Japan,West Ham,Barclays WSL,RB,27,160,47,79,81,53,71,71,78,58,High,Medium,Right,3,3,F
244059,Katja Snoeijs,Holland,Everton,Barclays WSL,ST,27,172,63,79,79,81,66,79,43,69,Medium,Medium,Right,3,3,F
265304,Kateřina Svitková,Czech Republic,Chelsea,Barclays WSL,CAM,27,167,60,79,77,76,76,83,71,69,High,Medium,Right,4,5,F
263013,Lotte Wubben-Moy,England,Arsenal,Barclays WSL,CB,24,178,67,79,58,42,62,63,82,77,Low,Medium,Right,2,3,F
235594,Shelina Zadorsky,Canada,Spurs,Barclays WSL,CB,31,172,67,79,71,48,70,65,80,78,Medium,High,Left,2,3,F
226355,Pauline Bremer,Germany,Brighton,Barclays WSL,ST,27,170,65,78,75,75,68,75,36,77,Medium,Medium,Right,3,4,F
265247,Jess Carter,England,Chelsea,Barclays WSL,CB,26,165,70,78,55,46,63,63,82,75,Medium,High,Right,2,3,F
265341,Laura Coombs,England,Manchester City,Barclays WSL,CM,32,164,58,78,69,77,74,76,68,62,Medium,Medium,Right,4,3,F
265305,Lisa Evans,Scotland,West Ham,Barclays WSL,RW,31,166,54,78,84,71,74,81,46,58,Medium,Medium,Right,4,3,F
265274,Kirsty Hanson,Scotland,Aston Villa,Barclays WSL,LM,25,163,58,78,80,74,77,78,57,72,High,High,Right,4,5,F
271739,Honoka Hayashi,Japan,West Ham,Barclays WSL,CM,25,157,54,78,78,70,78,80,62,56,High,Medium,Right,3,5,F
246029,Lee Geum Min,Korea Republic,Brighton,Barclays WSL,ST,29,169,60,78,80,77,72,79,37,68,Medium,High,Right,3,3,F
243379,Zećira Mušović,Sweden,Chelsea,Barclays WSL,GK,27,180,73,78,80,82,78,74,40,76,Medium,Medium,Right,1,2,F
246317,Aniek Nouwen,Holland,Chelsea,Barclays WSL,CB,24,175,70,78,55,50,57,58,78,82,Low,High,Right,2,3,F
265340,Jess Park,England,Manchester City,Barclays WSL,RW,22,161,56,78,84,70,71,83,41,58,High,Medium,Right,4,3,F
227264,Demi Stokes,England,Manchester City,Barclays WSL,LB,32,159,56,78,87,43,71,80,73,76,High,Medium,Left,4,3,F
263012,Millie Turner,England,Manchester Utd,Barclays WSL,CB,27,170,62,78,59,50,63,63,78,77,Medium,Medium,Right,2,4,F
233752,Shanice van de Sanden,Holland,Liverpool,Barclays WSL,RM,31,168,65,78,86,70,73,78,37,72,Medium,Low,Right,4,3,F
253435,Laia Aleixandri,Spain,Manchester City,Barclays WSL,CB,23,170,55,77,74,28,58,52,78,73,Medium,High,Right,2,4,F
263964,Filippa Angeldahl,Sweden,Manchester City,Barclays WSL,CM,26,170,63,77,75,66,75,77,67,67,Medium,Medium,Right,3,3,F
264998,Luana Bühler,Switzerland,Spurs,Barclays WSL,CB,27,171,60,77,74,56,71,68,78,75,Low,High,Right,2,2,F
245875,Rachel Corsie,Scotland,Aston Villa,Barclays WSL,CB,34,175,69,77,61,37,55,47,78,74,Low,Medium,Right,2,3,F
245443,Aurora Galli,Italy,Everton,Barclays WSL,CM,27,168,56,77,74,72,74,78,66,61,High,Medium,Right,3,3,F
266551,Gabrielle George,England,Manchester Utd,Barclays WSL,CB,26,171,70,77,53,57,68,66,76,81,Medium,Medium,Left,3,3,F
254096,Irene Guerrero,Spain,Manchester Utd,Barclays WSL,CM,27,168,54,77,71,67,68,73,72,62,Medium,Medium,Right,3,3,F
263009,Hannah Hampton,England,Chelsea,Barclays WSL,GK,23,175,64,77,76,76,75,76,60,76,Medium,Medium,Right,1,3,F
227109,Alanna Kennedy,Australia,Manchester City,Barclays WSL,CB,28,177,66,77,54,45,68,61,78,76,Medium,Medium,Right,2,4,F
227397,Adriana Leon,Canada,Aston Villa,Barclays WSL,ST,31,161,54,77,81,76,66,79,35,64,High,Low,Right,4,3,F
227201,Vicky Losada,Spain,Brighton,Barclays WSL,CM,32,168,61,77,67,72,73,77,65,68,Medium,Medium,Right,3,3,F
227282,Maren Mjelde,Norway,Chelsea,Barclays WSL,RB,34,166,63,77,63,53,68,73,78,68,Medium,High,Right,3,3,F
245873,Jennifer Beattie,Scotland,Arsenal,Barclays WSL,CB,32,177,67,76,53,41,55,55,77,79,High,Medium,Right,2,3,F
263966,Hanna Bennison,Sweden,Everton,Barclays WSL,CAM,21,165,53,76,74,72,73,81,54,50,Medium,Medium,Right,4,3,F
264896,Celin Bizet,Norway,Spurs,Barclays WSL,RM,22,167,56,76,84,70,70,77,37,66,Medium,High,Right,4,3,F
264875,Kerstin Casparij,Holland,Manchester City,Barclays WSL,RB,23,169,57,76,76,56,70,73,74,60,Medium,Medium,Right,3,4,F
235593,Sabrina D'Angelo,Canada,Arsenal,Barclays WSL,GK,30,173,69,76,74,76,75,76,46,74,Medium,Medium,Left,1,3,F
227252,Toni Duggan,England,Everton,Barclays WSL,ST,32,168,59,76,72,77,66,76,29,70,High,Low,Right,4,3,F
265350,Gemma Evans,Wales,Manchester Utd,Barclays WSL,CB,27,170,59,76,42,47,61,62,79,75,Low,Medium,Left,2,3,F
265301,Grace Fisk,England,Liverpool,Barclays WSL,CB,25,172,59,76,54,43,65,63,79,71,Medium,High,Right,2,3,F
248799,Mary Fowler,Australia,Manchester City,Barclays WSL,CAM,20,170,66,76,76,74,69,79,46,62,High,Low,Left,3,5,F
265571,Cloé Lacasse,Canada,Arsenal,Barclays WSL,LW,30,170,56,76,85,74,69,75,26,54,High,Low,Right,3,5,F
265258,Jessica Naz,England,Spurs,Barclays WSL,ST,23,165,54,76,82,74,66,82,43,66,Medium,High,Right,3,4,F
244064,Victoria Pelova,Holland,Arsenal,Barclays WSL,CAM,24,163,55,76,76,69,72,79,35,58,High,Medium,Right,4,4,F
265264,Ria Percival,New Zealand,Spurs,Barclays WSL,CM,34,161,57,76,69,70,76,76,71,60,Medium,Medium,Right,4,3,F
265323,Ramona Petzelberger,Germany,Spurs,Barclays WSL,LM,31,163,54,76,71,72,72,76,42,59,High,Low,Right,3,3,F
265254,Becky Spencer,Jamaica,Spurs,Barclays WSL,GK,32,167,57,76,76,76,67,71,43,79,Medium,Medium,Right,1,2,F
266598,Eveliina Summanen,Finland,Spurs,Barclays WSL,CM,25,172,65,76,48,67,73,74,74,81,Medium,Medium,Right,3,3,F
265277,Martha Thomas,Scotland,Spurs,Barclays WSL,ST,27,170,62,76,78,76,59,76,39,70,Medium,Medium,Right,3,3,F
233330,Maria Thorisdottir,Norway,Brighton,Barclays WSL,CB,30,171,68,76,45,32,60,60,76,78,Low,Medium,Right,2,4,F
265332,Danielle Turner,England,Aston Villa,Barclays WSL,CB,32,170,58,76,66,49,71,65,77,74,Medium,Medium,Left,2,3,F
261786,Justine Vanhaevermaet,Belgium,Everton,Barclays WSL,CM,31,185,72,76,47,70,73,72,73,80,Medium,Medium,Right,3,4,F
265263,Rachel Williams,England,Manchester Utd,Barclays WSL,ST,35,169,68,76,63,77,64,73,45,72,High,Medium,Right,3,3,F
265265,Rosella Ayane,Morocco,Spurs,Barclays WSL,ST,27,180,60,75,69,75,67,78,38,67,Medium,Medium,Right,3,4,F
261785,Janice Cayman,Belgium,Leicester City,Barclays WSL,RB,35,167,61,75,57,75,78,79,75,68,High,Medium,Right,3,4,F
266922,Ceri Holland,Wales,Liverpool,Barclays WSL,CM,26,165,57,75,78,71,71,76,67,71,High,High,Right,3,3,F
245877,Sophie Howard,Scotland,Leicester City,Barclays WSL,CB,30,175,59,75,54,39,60,55,76,68,Medium,Medium,Right,2,3,F
241491,Johanna Kaneryd,Sweden,Chelsea,Barclays WSL,RW,26,163,58,75,82,69,69,79,48,64,Medium,Medium,Right,3,3,F
258915,Emma Kullberg,Sweden,Brighton,Barclays WSL,CB,32,170,62,75,71,37,65,65,77,67,Medium,Medium,Right,2,4,F
227092,Martina Piemonte,Italy,Everton,Barclays WSL,ST,26,178,67,75,70,77,57,68,35,71,High,Low,Right,3,3,F
265217,Veatriki Sarri,Greece,Brighton,Barclays WSL,LM,25,167,59,75,76,70,72,74,67,65,Medium,Medium,Left,3,4,F
245889,Kirsty Smith,Scotland,West Ham,Barclays WSL,LB,29,164,55,75,79,34,60,61,73,56,Medium,Medium,Right,3,3,F
265335,Nicoline Sørensen,Denmark,Everton,Barclays WSL,RW,26,179,61,75,67,70,75,75,39,70,Medium,Low,Right,3,3,F
265297,Abbey-Leigh Stringer,England,West Ham,Barclays WSL,CDM,28,183,74,75,46,66,68,69,72,83,Medium,Medium,Right,3,3,F
271347,Katrine Veje,Denmark,Everton,Barclays WSL,LB,32,174,61,75,68,45,73,67,73,68,High,Medium,Left,2,3,F
265281,Aileen Whelan,England,Leicester City,Barclays WSL,CAM,32,170,63,75,67,70,71,75,67,73,High,Medium,Right,3,3,F
267300,Mia Fishel,United States,Chelsea,Barclays WSL,ST,22,170,67,74,75,75,65,72,23,67,Medium,Medium,Right,3,4,F
276846,Madison Haley,United States,Brighton,Barclays WSL,ST,25,170,64,74,79,73,59,68,35,68,High,Medium,Right,3,3,F
266915,Taylor Hinds,England,Liverpool,Barclays WSL,LWB,24,160,55,74,76,59,71,73,66,64,Medium,Medium,Left,3,4,F
265012,Karen Holmgaard,Denmark,Everton,Barclays WSL,CDM,24,180,63,74,59,55,68,64,75,74,Medium,High,Right,2,3,F
244058,Lize Kop,Holland,Leicester City,Barclays WSL,GK,25,173,64,74,75,66,72,74,30,77,Medium,Medium,Right,1,3,F
242784,Melissa Lawley,England,Liverpool,Barclays WSL,LM,29,165,61,74,77,69,72,75,40,66,High,Medium,Right,3,5,F
264889,Janina Leitzig,Germany,Leicester City,Barclays WSL,GK,24,184,72,74,73,71,74,74,37,76,Medium,Medium,Right,1,3,F
248751,Teagan Micah,Australia,Liverpool,Barclays WSL,GK,26,176,64,74,72,73,76,73,30,73,Medium,Medium,Right,1,3,F
265339,Esme Morgan,England,Manchester City,Barclays WSL,RB,23,178,59,74,76,34,71,67,72,68,Medium,Medium,Right,2,3,F
270892,Fuka Nagano,Japan,Liverpool,Barclays WSL,CM,24,160,53,74,78,60,72,78,61,63,Medium,Medium,Right,3,3,F
265237,Anna Patten,England,Aston Villa,Barclays WSL,CB,24,178,57,74,65,44,62,63,76,71,Medium,Medium,Right,2,3,F
265289,Katie Robinson,England,Brighton,Barclays WSL,RM,21,160,56,74,79,66,68,75,38,63,High,Medium,Right,3,3,F
265246,Drew Spence,Jamaica,Spurs,Barclays WSL,CM,31,164,62,74,34,74,73,72,61,70,Medium,Medium,Right,3,4,F
258680,Daphne van Domselaar,Holland,Aston Villa,Barclays WSL,GK,23,176,66,74,73,69,66,74,40,75,Medium,Medium,Right,1,2,F
265253,Asmita Ale,England,Spurs,Barclays WSL,RB,22,166,59,73,66,51,67,64,73,67,Medium,Medium,Right,2,3,F
265270,Fran Bentley,England,Bristol City,Barclays WSL,GK,22,164,58,73,72,70,67,75,37,74,Medium,Medium,Right,1,3,F
265317,Laura Blindkilde Brown,England,Aston Villa,Barclays WSL,CM,20,162,56,73,73,57,70,73,61,54,High,Medium,Right,3,5,F
227243,Gemma Bonner,England,Liverpool,Barclays WSL,CB,32,178,67,73,49,47,41,58,74,74,Medium,Medium,Right,2,4,F
265331,Courtney Brosnan,Republic of Ireland,Everton,Barclays WSL,GK,28,175,73,73,69,69,65,76,41,74,Medium,Medium,Right,1,3,F
266949,Laia Codina,Spain,Arsenal,Barclays WSL,CB,23,170,63,73,51,42,63,65,76,67,Medium,Medium,Right,2,2,F
266913,Niamh Fahey,Republic of Ireland,Liverpool,Barclays WSL,CB,36,170,63,73,55,40,63,62,78,60,Medium,Medium,Right,2,3,F
265334,Megan Finnigan,England,Everton,Barclays WSL,CB,25,174,59,73,60,43,63,62,74,72,Medium,Medium,Right,2,3,F
265327,Shania Hayles,Jamaica,Bristol City,Barclays WSL,ST,24,165,58,73,77,70,59,74,42,68,High,Medium,Left,4,3,F
267293,Angharad James,Wales,Spurs,Barclays WSL,CM,29,162,57,73,61,64,76,69,68,65,High,Medium,Right,2,3,F
266918,Missy Bo Kearns,England,Liverpool,Barclays WSL,CM,22,167,58,73,76,68,76,75,60,67,Medium,Medium,Right,3,3,F
266923,Leanne Kiernan,Republic of Ireland,Liverpool,Barclays WSL,ST,24,164,52,73,81,76,64,76,28,59,High,Low,Right,3,4,F
266907,Rachael Laws,England,Liverpool,Barclays WSL,GK,33,175,66,73,70,73,71,73,33,74,Medium,Medium,Right,1,3,F
242524,Anna Leat,New Zealand,Aston Villa,Barclays WSL,GK,22,175,66,73,75,74,66,70,43,69,Medium,Medium,Right,1,2,F
258979,Sandy MacIver,England,Manchester City,Barclays WSL,GK,25,175,65,73,71,73,75,73,35,76,Medium,Medium,Right,1,3,F
270890,Kaylan Marckese,United States,Bristol City,Barclays WSL,GK,25,180,69,73,74,64,68,76,32,77,Medium,Medium,Right,1,3,F
266914,Jasmine Matthews,England,Liverpool,Barclays WSL,CB,30,171,58,73,59,61,63,68,76,66,Medium,Medium,Left,2,4,F
271044,Satara Murray,Jamaica,Bristol City,Barclays WSL,CB,30,173,59,73,53,38,56,60,76,63,Low,Medium,Right,2,3,F
265234,Shannon O'Brien,England,Leicester City,Barclays WSL,ST,22,171,64,73,71,69,60,77,67,71,High,High,Right,3,3,F
265307,Lucy Parker,England,Aston Villa,Barclays WSL,CB,25,173,66,73,58,39,59,61,75,73,Medium,Medium,Right,2,3,F
246235,Lucy Staniforth,England,Aston Villa,Barclays WSL,CM,31,157,54,73,75,66,70,77,63,53,Medium,Low,Right,3,3,F
266254,Elisabeth Terland,Norway,Brighton,Barclays WSL,ST,22,171,63,73,77,73,69,72,34,66,Medium,Medium,Right,3,4,F
265233,Sam Tierney,England,Leicester City,Barclays WSL,CDM,25,167,59,73,72,68,64,68,73,72,High,Medium,Right,2,3,F
264996,Laura Wienroither,Austria,Arsenal,Barclays WSL,RB,24,165,58,73,72,52,65,70,72,48,Medium,High,Right,2,3,F
247477,Julia Zigiotti,Sweden,Brighton,Barclays WSL,CM,26,165,59,73,69,64,74,76,58,55,Medium,Medium,Right,3,3,F
264233,Julie Blakstad,Norway,Manchester City,Barclays WSL,LW,22,170,63,72,79,68,70,70,45,64,High,Medium,Left,3,3,F
265231,Natasha Flint,England,Liverpool,Barclays WSL,ST,27,174,66,72,49,72,58,70,39,75,High,Medium,Right,3,4,F
266920,Rachel Furness,Northern Ireland,Bristol City,Barclays WSL,CM,35,169,63,72,68,69,73,72,57,63,Medium,Medium,Left,4,3,F
265347,Emma Harries,England,West Ham,Barclays WSL,ST,21,178,67,72,75,71,57,73,37,68,Medium,Medium,Right,3,3,F
247415,Abigail Harrison,Scotland,Bristol City,Barclays WSL,ST,26,170,67,72,74,76,61,71,24,65,High,Medium,Right,3,4,F
246968,Lucy Hope,Scotland,Everton,Barclays WSL,RB,27,165,60,72,66,62,68,71,71,72,Medium,Medium,Right,3,3,F
275454,Ffion Morgan,Wales,Bristol City,Barclays WSL,RM,23,157,55,72,73,70,68,74,24,53,High,Medium,Right,3,3,F
275458,Aimee Palmer,England,Leicester City,Barclays WSL,CM,23,168,60,72,67,63,69,72,70,68,Medium,Medium,Right,3,3,F
265336,Poppy Pattinson,England,Brighton,Barclays WSL,LB,23,166,60,72,69,47,66,62,71,63,Medium,Medium,Left,2,3,F
275449,Ella Powell,Wales,Bristol City,Barclays WSL,RB,23,163,57,72,73,31,60,64,72,66,High,Medium,Right,3,3,F
265421,Guro Bergsvand,Norway,Brighton,Barclays WSL,CB,29,175,65,71,65,28,47,54,73,69,Low,High,Right,2,3,F
266926,Yana Daniëls,Belgium,Liverpool,Barclays WSL,ST,31,170,53,71,71,70,58,74,34,46,Medium,Low,Right,3,3,F
265019,Marie Höbinger,Austria,Liverpool,Barclays WSL,CM,22,162,57,71,65,59,68,69,66,62,Medium,Medium,Left,3,4,F
273010,Kathrine Kühl,Denmark,Arsenal,Barclays WSL,CM,20,172,60,71,66,54,64,73,62,66,Medium,Medium,Right,3,3,F
271742,Gio Queiroz,Brazil,Arsenal,Barclays WSL,LW,20,167,60,71,79,71,61,76,24,68,Medium,Medium,Right,3,3,F
264831,Clare Wheeler,Australia,Everton,Barclays WSL,CM,25,162,57,71,64,61,68,69,69,63,Medium,Medium,Right,2,3,F
233354,CJ Bott,New Zealand,Leicester City,Barclays WSL,RB,28,165,60,70,48,53,63,65,72,68,Medium,Medium,Right,3,3,F
268475,Lisa Fjeldstad Naalsund,Norway,Manchester Utd,Barclays WSL,CDM,28,169,61,70,62,57,62,68,66,68,Medium,Medium,Right,2,3,F
272937,Dejana Stefanović,Serbia,Brighton,Barclays WSL,CDM,26,171,66,70,65,48,64,64,70,74,Medium,Medium,Right,3,4,F
261793,Amber Tysiak,Belgium,West Ham,Barclays WSL,CB,23,177,70,70,69,38,44,57,70,70,Low,Medium,Right,2,3,F
270606,Izzy Atkinson,Republic of Ireland,West Ham,Barclays WSL,LW,22,166,58,69,72,64,64,70,35,57,Medium,Medium,Left,2,3,F
265284,Ellie Brazil,England,Spurs,Barclays WSL,RM,24,173,55,69,80,62,61,73,50,56,Medium,Medium,Right,3,3,F
265333,Grace Clinton,England,Spurs,Barclays WSL,CAM,20,172,64,69,75,63,65,70,62,74,Medium,Medium,Right,3,3,F
265309,Mel Filis,England,West Ham,Barclays WSL,CAM,21,169,66,69,66,71,65,66,40,68,Medium,Low,Right,3,3,F
265261,Kit Graham,England,Spurs,Barclays WSL,CAM,28,160,51,69,54,64,65,75,39,68,Medium,Medium,Left,3,4,F
277555,Mackenzie Hawkesby,Australia,Brighton,Barclays WSL,CM,23,160,56,69,65,62,68,68,63,63,Medium,Medium,Right,3,3,F
